id,type,text,stance
37-8,comment1,年轻没后顾之忧倒是有勇气迈出这一步，像我们这种有家庭的你敢？,against
37-12,comment1,我也会裸辞去旅行，但我不信一万多去了那么多地方,favor
37-15,comment1,赞同,against
37-16,comment1,所以还是现实点，让你逍遥一段时间，剩下的那什么来补,against
37-17,comment1,多少有点片面，旅游没你说得那么贵哪儿用得着200一晚的民宿，以我自己为例，疫情期间，我从西藏到新疆，玩了半年时间，花了一万多，吃好喝好玩好，试问一个工作几年的大学毕业生，谁还攒不下一万块呢，至于之后的工作，如果既不是公务员，也不是什么大厂几百强，普通私企外企，辞职也可以再找啊。,favor
37-18,comment1,才20岁，还有很大的试错空间，没什么不好的,favor
37-20,comment1,我裸辞 花了1w 26天游遍北方五省,favor
39,background,裸辞是一种什么体验？ ​​​,none
39-1,comment1,要不是有车贷我也要裸辞了,favor
39-3,comment1,这个我真不知道，知识盲区，我还没毕业就来这家公司,none
39-4,comment1,裸辞  讨厌领导 讨厌画饼 3000的工资操着卖dp的心    休息调整后 现在做着万众瞩目的工作 十分开心,favor
39-4-1,comment2,做明星了？,none
39-4-1-1,comment3,你咋不说做鸭了  还明星,none
39-6,comment1,你也辞了吧，辞了以后包养我,none
39-6-1,comment2,用什么包养？,none
39-6-1-1,comment3,用你真挚的心,none
39-7,comment1,我现在就在裸辞阶段  还属于舒服  但是一想到要找工作就烦了,favor
39-7-1,comment2,现在就找起来,none
39-8,comment1,非常开心，无忧无虑。大家一定要相信工作是完全可以找到的。找不到工作只是因为没有满足你的择业需求。工作慢慢找，会有一个符合你的工作,favor
39-9,comment1,真的很爽，不过躺了一个月左右就去工作了,favor
39-10,comment1,找工作比找男人容易多了裸辞就裸辞呗我前三份工作都是裸辞，无缝衔接只要想找工作肯定能找到,favor
39-11,comment1,我也裸辞过，后来越挣越多,favor
39-15,comment1,是一种没钱的会焦虑，有钱的会很爽的体验,none
39-17,comment1,试过裸体没有裸辞过唉,none
39-19,comment1,很爽,favor
40,background,#中年裸辞意味着什么# 看到#边亮裸辞# 狠狠共情了！边亮不想参与公司的势力斗争被逼到心累主动提离职，但其实中年人很少会裸辞，都觉得年轻还可以随时调整方向重新出发，但是中年以后身上背负的东西多了无法轻易裸辞，边亮能够坚守底线迈出这步很难得了  ​​​,against
40-6,comment1,我感觉中年人压力很大的话，真的不会考虑裸辞,against
40-8,comment1,裸辞要谨慎呀,against
40-16,comment1,黄渤的演技很棒,none
41,background,#中年裸辞意味着什么# 今晚播出的《打开生活的正确方式》中，面对廖总和朱生豪的各种打压，#边亮裸辞# 离开奋斗数年的公司，抛开生活中面临的压力，咱就是说中年人裸辞真的需要很大的勇气，大家怎么看待#打开生活的正确方式# 中边亮的裸辞行为呢？  ​​​,against
41-1,comment1,？中年裸辞意味着有矿,against
41-1-3,comment2,中年裸辞不就是家里有矿没压力么。像我这种没结婚，有房贷的，辞职想啥呢，不想活了么。,against
41-1-6,comment2,据统计有15.6亿就可以辞职了,against
41-1-6-1,comment3,1亿存款每年就400万利息了啊,none
41-1-6-1-1,comment4,说错了1.56亿,none
41-1-9,comment2,我爸就是在我小学六年级的时候从体制里辞职出来创业了，现在房子车子厂子都有，只能说有能力的人不管什么时候在哪里都能成功吧我觉得,favor
41-1-9-3,comment3,咱爸还需要儿子嘛,none
41-1-9-6,comment3,姐姐我是你失散多年的亲人,none
41-1-11,comment2,一点都不怕，光我爸留给我的足够吃一辈子,favor
41-1-11-1,comment3,咱爸还缺女儿不,none
41-1-11-1-1,comment4,都叫咱爸了，我还能怎么办,none
41-1-12,comment2,40岁，准备下个月辞职,favor
41-1-16,comment2,我就辞了，哈哈哈,favor
41-1-18,comment2,我也是 国外人少空气好 福利也是杠杠的 就是容易突发意外没了,none
41-1-19,comment2,他可以去余光公司诶,none
41-1-30,comment2,詹姆斯40了还努力刷分，哪能说辞就辞…,against
41-2,comment1,很多人想要辞职都没有勇气,against
41-2-1,comment2,没有勇气，顾虑的事情实在太多了！在这里不公平的对待也太多，同事们的勾心斗角，太累了，但是成年人的世界就是累的，没办法。只是一个工作，能挣钱就行，告诉自己找好自己的站位就可以！,against
41-2-3,comment2,26年年裸辞,favor
41-2-4,comment2,我30，我辞了，现在不知道找什么好，想着摆地摊又没有这个勇气,favor
41-2-5,comment2,如果彩票中一百万，第一时间就辞职，干到退休也挣不了100w，兼岗多个,none
41-2-8,comment2,30+，顶着35社会性退休的风险，裸辞了，目前找工作中。工作只是一种生活的方式，还是开心和健康更重要，如果每天靠内耗自己来换取生存，先是心痛苦，后面可能就是身体了。,favor
41-2-8-1,comment3,姐妹要找什么行业的工作呀 我也挺焦虑的 现在的工作让我很抑郁,favor
41-2-8-1-1,comment4,不好意思才看到回复，我是活动策划执行工作，今年感觉比疫情时更难了，还是要努力撑着。,none
41-2-9,comment2,24刚毕业一年，已提交离职，加油陌生人,favor
41-2-10,comment2,好多年前新工作就找好了，就等我法考证了，然后几年前终于考下来了，5月31号原单位最后一天，6月1号律所上班。,none
41-2-12,comment2,看到这么多人压力大，原来不止我一个,none
41-2-13,comment2,我真的是不敢辞职，一旦辞职保险就断了  怀孕4个多月，也没有能力代交保险 妥妥小垃圾一个,against
41-2-17,comment2,去年年末辞职的 工作使我不开心 年后我就计划着出来旅游了 先花钱再挣钱吧 我也有想过可能会找不到什么好工作 但是我有勇气裸辞！年终奖都不要了 真tmd爽 有底气 开心极了 跟老板说我不想干了 结果第二天就走了,favor
41-2-21,comment2,今天提了离职，刚下班,favor
41-2-22,comment2,裸辞三回了没啥感觉,favor
41-2-24,comment2,我辞了,favor
41-2-25,comment2,24岁，裸辞了，实在是行业不景气，公司也快发不起钱了。在家蹲了三个月，年末找不到好工作，干脆躺平，回乡过年，等开年再找，希望能顺利,favor
41-2-26,comment2,嗯呐，狗公司欠两个月工资跑路了，工作和钱同时没了，被迫裸辞社保都给中断了，特奶奶的，这工打得还不如不打,favor
41-2-26-1,comment3,什么公司,none
41-2-28,comment2,没有人敢，电视剧里才有,against
41-2-29,comment2,没有裸辞的勇气,against
41-2-30,comment2,我就是37岁女性，丁克，去哪都会被问孩子问题。是不是要出个绝育证明？,none
41-2-31,comment2,工作压力太大加上本身也有点抑郁倾向辞职四个多月了，一个人陆陆续续去了好几个地方旅游散心，过两天准备去云南，没有小孩，存款也不多，还有房贷车贷要还，幸好一直有老公的支持。我觉得人一辈子已经这么辛苦了，为什么不能让自己开心一次呢,favor
41-2-31-2,comment3,姐姐月底去江浙吗？准备月底去江浙转转，看看哪个城市喜欢就留下来了,none
41-2-31-2-1,comment4,欢迎来浙江哦,none
41-2-31-2-2,comment4,云南行程结束就回南京了，南京也是一个美丽的城市，欢迎你来哦,none
41-2-34,comment2,如果工资高，还是不要辞了，31岁出去找工作，工资高点的公司，见这个岁数未婚未育，都不邀请去面试了，hr连kpi都不需要这个岁数的去面试,against
41-2-34-1,comment3,这个是针对女性吗 男生30多会好找吗,none
41-2-34-2,comment3,你是过来人还是hr本r这是我的现在的顾虑真跑路也是拿到该拿的年终奖金以及下家确定才走,against
41-2-35,comment2,我二十多都不敢辞，主要还是个人原因，一是身体不好，不敢干太累太忙的工作，二是我胆子小，总怕新工作不会干,against
41-2-35-1,comment3,我也是，不敢轻易去挑战，而且年纪也大了,against
41-2-35-3,comment3,我还在犹豫中,none
41-2-36,comment2,30+ 辞工，目前找到新工作在试工中。其实如果向不了上，其实可以向下发展，不要给自己过多压力，而。要承认自己老了市场是要淘汰一部分人的。但是饿不死就想开点吧，压力大也解决不了什么。,favor
41-2-36-4,comment3,我初十提离职了，抑郁了快半年还是决定离职了,favor
41-2-36-4-1,comment4,想辞职想了一年，都劝我再忍忍，然而一年后，也是搞得轻度抑郁，辞职了,favor
41-2-36-4-2,comment4,我前任老板，给我一个底薪要我做采购和业务的工作，底的时候月入5600左右，多的时候6800左右，不包社保这钱里面包了补助。,none
41-2-36-4-2-1,comment5,这情况跟我超级相近！！你是广东哪里,none
41-2-38,comment2,23裸辞 开心最重要！！远离垃圾公司！！,favor
41-2-38-1,comment3,别为了一点散碎银子，把自己折腾得人不人，鬼不鬼，人都快成鬼了，有银子也没用,favor
41-2-39,comment2,33岁没结婚银行工作，想辞职，家里不让,against
41-2-39-1,comment3,34岁已婚有娃同在银行，已裸辞。,favor
41-2-39-2,comment3,跳槽可以。辞职真的需要再考虑考虑,against
41-2-39-2-1,comment4,是的 很多顾虑,against
41-2-39-5,comment3,你这个情况确实挺难的，先找到下一份工作再辞吧,against
41-2-39-6,comment3,想辞职回家种田！,favor
41-2-39-7,comment3,虚心请教：银行不是个好工作吗姐妹！,none
41-2-40,comment2,看挣多少吧，挣3000什么时候辞职看你心情,favor
41-2-40-1,comment3,我就是哈哈哈 老板给我3000多让我既做他的业务助理又要一边自己做业务员，还天天给我脸色看，果断辞职,favor
41-2-40-2,comment3,每次想辞职，一看招聘网站，按照现在工资水平，能投的都不多，想找个近的，更难，还是算了。那里打工都有不开心的地方，没必要向下原则。,against
41-2-41,comment2,29  刚裸辞  拒绝画饼 拒绝一周上六天 拒绝老板PUA,favor
41-2-43,comment2,25已经裸辞，找工作中,favor
41-2-44,comment2,别说中年了 说出来可笑的事实： 过了三十五岁就没有用人单位要了,against
41-2-44-2,comment3,可是60才可以退休,none
41-2-44-2-1,comment4,哎哟喂我的心好疼,none
41-2-44-3,comment3,过了35就是中年了吗？我也快了,none
41-2-45,comment2,22 准备裸辞了，也不确定后面工作好不好找 但我想先冷静想一下现在工作是否使我快乐,favor
41-2-45-1,comment3,刚找到新工作 换工作真的很难 一个新环境真的很容易让人变得理性还有独立。 年轻的时候不勇敢去做 什么时候还有机会呢,favor
41-2-48,comment2,23裸辞 破工作,favor
41-2-49,comment2,22  一年辞了俩,favor
41-2-50,comment2,我有钱我早跑了，存个100w我就提前退休去,favor
41-2-50-2,comment3,自己无欲无求那就够了，但是如果还要赡养父母就不够了，现在医院这么贵,against
41-2-50-2-1,comment4,我爸妈比我有钱,none
41-2-50-7,comment3,我有超过100万的存款 有两套房 两辆车 无贷款 都是父母给的 生活无压力 每个月利息有5000多 房租收租4000 我还是不敢辞职  我不敢辞职的理由是我怕我给不了孩子这样的生活 我必须为了孩子努力奋斗,against
41-2-50-7-2,comment4,你100万利息居然有5000多，利息不是才3点多吗,none
41-2-50-7-2-1,comment5,我存的那种结构性存款 150万本金 不是100万,none
41-2-50-7-4,comment4,我接近100w存款，3套房，一辆车，我裸辞了，我老公不敢但我还打算工作，真的是为了孩子，要不两个人这些钱也能过得很好了,favor
41-2-50-7-4-1,comment5,不工作能咋办呢 我们还年轻 你还是有魄力 敢裸辞 我不敢,against
41-2-50-7-6,comment4,羡慕，我要是你我应该不会考虑生孩子了,none
41-2-50-10,comment3,房车下来还得欠债......,none
41-2-50-11,comment3,我也这么想的，有一百万存银行我也辞职,favor
41-2-50-11-1,comment4,存银行小心拿不出来，毕竟之前河南新闻,none
41-2-50-11-1-1,comment5,别担心，我没有,none
41-2-50-11-3,comment4,加油吧，我刚刚开头，进度10%，争取30之前完成目标。,favor
41-2-50-11-3-2,comment5,我进度百分之十五，估计是完不成了,none
41-2-50-12,comment3,真不够,against
41-2-50-12-1,comment4,对于我来说够了,none
41-2-52,comment2,22刚刚裸辞,favor
41-2-54,comment2,我24未到，想辞职但是没有勇气。现在养着车，工作压力堆积在一起。,against
41-2-54-1,comment3,我24岁换了工作，现在十年没换了,none
41-2-54-2,comment3,我趁现在还没有压力，不想干就跑,favor
41-2-54-2-1,comment4,是的，年轻人主要是压力大。而我压力又大工作量又大,favor
41-2-54-2-1-1,comment5,我已经辞了，活着已经很难了，还要逼着自己做觉得痛苦的事，所以我辞了，以后怎么样还不知道呢，能不能活到退休还不一定，所以我还是选择辞了给自己缓解的时间和空间,favor
41-2-54-3,comment3,我也差不多是这种,against
41-2-54-5,comment3,你做啥工作啊,none
41-2-54-6,comment3,24岁怕个毛啊，尽管裸辞，年轻就要敢闯,favor
41-2-55,comment2,三十辞职,favor
41-2-55-2,comment3,我对象也是，过年期间辞职了。单位用人实在太狠，现在迷茫中,favor
41-2-55-2-1,comment4,我也裸辞  工资都不给我   告了没用  不过我不缺钱花  就说这个事儿,favor
41-2-55-4,comment3,哈哈，32裸辞,favor
41-4,comment1,弱弱问一句辞职真的要写辞职信吗？为什么我们公司辞职没人写辞职信呢,none
41-4-1,comment2,我们现在所有工作都走OA流程，包括离退辞职,none
41-4-2,comment2,我们都是发邮件,none
41-4-3,comment2,都走线上流程了，然后线下签字，哪还有啥辞职信,none
41-4-4,comment2,因为都是离职申请表,none
41-4-5,comment2,公司是需要辞职信且员工本人签字，用以证明员工本人提出辞职。如果没有辞职信，系统内完成离职审批，那么也需要与本人确认离职意愿，避免后续出现离职或辞退认定问题。,none
41-4-6,comment2,正规单位都要求提前一个月递交辞职申请，流程还挺反复，走流程未批复之前是需要在岗工作的…,none
41-4-7,comment2,没辞职信都直接谈话,none
41-4-7-1,comment3,还能离开吗,none
41-4-8,comment2,如果有下一家公司等着需要你之前的离职证明,none
41-4-8-1,comment3,下家公司怎么知道我之前上班了呢,none
41-4-8-1-1,comment4,新公司一般都要求员工提供之前的离职证明。你才能新公司上工号。我们单位就这样必须提供之前公司离职证明才能入司。,none
41-4-8-1-1-1,comment5,那我说前几年都在家里带孩子，或者无业，不行吗,none
41-4-9,comment2,我是大公司，我也没写过，但是当初跟老板聊了半小时这件事，我就觉得也没什么写的必要了。。,none
41-4-10,comment2,递交辞职信后，无论什么原因一个月后就能走人，公司必须给你办离职手续。如果不提交辞职信，公司可以一直拖着你，自离算旷工，造成损失公司可以向你追责索赔。,none
41-4-10-1,comment3,递交辞职信，无需对方同意，只是告知，对吗,none
41-4-10-1-1,comment4,是的。一般流程是你先和领导表达离职的想法，领导会找你聊聊，如果你坚持离职的想法，就邮件发送正式辞职信，一个月后公司就必须给你办离职手续，不然就违反了劳动法。一定要拿了离职证明才算离职成功，不然没办法入职下一家公司！,favor
41-4-10-1-1-1,comment5,那也就是一个月必须给我离职证明,none
41-4-11,comment2,要啥辞职信，不都有辞职流程吗,none
41-4-12,comment2,说明公司小，大公司都要走流程层层审批,none
41-4-12-1,comment3,不用审批的这只是告知用人单位爷润了,none
41-4-13,comment2,正规公司需要写辞职信证明主动离职，不是公司开除之类的，省的后续起诉公司。也是方便入职下个公司（一般是公司为了保护自己让你写）,none
41-4-13-2,comment3,其实更多的是为了保护员工,none
41-4-14,comment2,我也没写过辞职信，最近一次离职就跟领导说一下，领导让把手头活儿都收尾交接清楚了，系统走流程就行了。我还不在北京回老家了，离职手续托同事办的,none
41-4-14-1,comment3,我离职时候不光写了辞职信还发了正式邮件，留下证据，怕公司拖我,none
41-4-14-2,comment3,这也行,none
41-4-14-2-1,comment4,家里有事儿回不去，而且我七月底要离职，拖到9月底才正式离得，中间2月也一直没回北京，在老家处理那点儿交接工作，让同事在办公室帮我理那些东西的。系统手续就走了一天，更离谱的是，十月中旬人事还给我打电话说多给我交了一个月社保。。跟我要我那部分钱,none
41-4-15,comment2,公司规模太小了，辞职只需要在系统走流程然后交接就行了,none
41-4-16,comment2,没辞职信叫旷工，到时间单位开除你。有辞职信叫爷走了，到时间你开除了单位。,none
41-4-16-1,comment3,单位开除是有失业保险的一人一生只能拿12个月的。,none
41-5,comment1,中年裸辞意味着提前退休,against
41-5-2,comment2,去考公养老去了,none
41-6,comment1,32岁没孩子的已婚女人找工作看见这个，太难受了，最近面试的工作都不好，老板都是23岁的00后，同事都是小屁孩子，这个社会对上了年纪的人一点也不友好，现在这个年纪就是找工作，小孩子一大堆，去超市饭店又觉得年轻，有没有和我一样的…想好好努力却发现没有地方…什么时候感觉老的，就是这几天感觉到,against
41-6-1,comment2,32未婚裸辞，目前在找工作面试中，在焦虑不安中，努力前行着,favor
41-6-1-1,comment3,我也是，都是等通知…,favor
41-6-2,comment2,进厂吧,none
41-6-3,comment2,年纪大了，摆地摊饮食还是靠谱的我觉得,none
41-6-4,comment2,30未婚裸辞 已经失业两个多月了 非常焦虑 但是不裸辞命都要没了 已经情绪耗竭,favor
41-6-4-1,comment3,找工作找的怎么样了,none
41-6-5,comment2,想想麦当娜也六十多岁的人，这不今年开始大型世界巡演了，很多时候是心态使然吧,none
41-6-7,comment2,这个世界真的不太公平,none
41-6-17,comment2,34岁想裸辞,favor
41-6-17-1,comment3,找好下家在辞职,against
41-6-23,comment2,我40了，未婚和父母住。2021年尾辞职，休息到现在。找工作的确不顺利，附近的工作都找年轻的。加油，不要灰心，总会有适合我们的工作,favor
41-6-24,comment2,37岁单身未婚女中年更不友好，你起码还结婚了，我妈说我工作家庭两个没一个有着落,against
41-6-24-1,comment3,我想在评论区摇人组个群 看看大家都因为啥的 我这几年一直在想：怎么找个人结婚找了10几年都没成功，要用这时间干点挣钱的活早发达了吧,none
41-6-24-2,comment3,父母都是为了你好，主要是工作找到了吗,none
41-6-25,comment2,34的我年前刚裸辞,favor
41-6-25-1,comment3,和你一样，34岁年前裸辞，，现在很焦虑，怕找不到工作,favor
41-6-26,comment2,40刚辞,favor
41-6-27,comment2,和小孩子一起工作挺开心的呀简单快乐～,against
41-6-27-1,comment3,这倒是真的，但是心里介意啊，比他们大一轮,none
41-6-28,comment2,33岁单身，总是被老板说情商不行。自己默默努力做事达不到预期效果（不是个人问题）。但也不被理解。辞职不敢因为找不到更好的。,against
41-6-29,comment2,我很费解，为什么公司里都是些二十出头的小孩子，三十多岁的人去哪了。。。,favor
41-6-29-1,comment3,我们公司基本都是30+的，95后单我这个部门办公室不超过8个，我身边全是有家有口的，一直觉得没得个说得来的同龄人,none
41-6-29-7,comment3,我90年的，周岁三十二，虚岁三十四目前全职在家带孩子,none
41-6-29-10,comment3,毕业了啊,none
41-6-30,comment2,如果你现在就感到生活的艰难了，那么努力吧。拼命的，因为一转眼就到四十岁、五十岁了。延迟退休势必会到来，能一直工作到退休是幸福的，很多人会年龄大了且失业，怎么活到65岁是个问题。现在就考虑一下什么工作能让你做到五十岁、六十岁吧。,against
41-6-30-1,comment3,自己炒股,none
41-6-31,comment2,34岁未婚女人，太难找工作了，我每天都好难啊,against
41-6-31-1,comment3,老汉儿你怎么在这儿,none
41-6-38,comment2,32有两个娃，有房贷，想裸辞，但又不知道是不是对家里不负责,favor
41-6-38-1,comment3,三个娃，有房贷～想辞职，不敢辞,against
41-6-38-2,comment3,为啥要裸辞？先投简历啊，应聘上再辞,against
41-6-38-4,comment3,找好下家再辞职吧,against
41-6-40,comment2,即将39的我刚辞职，正在等待人来接手工作，很清楚自己没能力，年纪大，还单身，但不代表没有家庭的压力，可我还是辞了，因为想把命保住先,favor
41-6-40-1,comment3,同岁属鼠的，我去年年中辞职的，赶上疫情，到现在也没找到工作呢，难啊，一直说要延迟退休，但招聘条件还都有35岁以下…,favor
41-6-40-2,comment3,+1,favor
41-6-40-3,comment3,我33裸辞的，半年了,favor
41-6-41,comment2,同感,against
41-6-41-1,comment3,就在面试的这几天突然感觉到世界的不友好，觉得老了，这个世界好像没我们什么事了,against
41-6-41-1-1,comment4,诶，年纪大了想裸辞都没那个能力，车贷房贷学费，每天忍气吞声低三下四,against
41-7,comment1,意味着确实35岁是求职的一道坎,against
41-7-3,comment2,我35岁，昨天提离职了，待了近5年的公司,favor
41-7-3-1,comment3,为啥呀,none
41-7-3-2,comment3,打算再找工作吗还是自己干了,none
41-7-3-3,comment3,那你打算后面怎么办？,none
41-7-3-3-1,comment4,上班或是跟朋友一起做，暂定,none
41-8,comment1,别压抑自己到抑郁了，该离职离职。,favor
41-9,comment1,意味着辞晚了,favor
41-10,comment1,一点也不真实，中年辞职不像年轻人，他们上有老下有小，中间有房贷车贷信用卡，还有糟糕的身体，肥胖的身躯，为数不多的头发，根本不可能裸辞，不到万不得已，撕破脸的情况下，有几个人能做到一身轻松,against
41-10-2,comment2,33岁有勇气裸辞 真的是因为我未婚 父母还能挣钱 房贷很低 但凡房贷高一些 我就不敢了,favor
41-11,comment1,不结婚不买房随时可以裸辞出去玩,favor
41-12,comment1,裸辞然后度假四个月再重新上班，感觉挺好,favor
41-12-1,comment2,社保医保,against
41-12-1-2,comment3,中间自己交的呀，没断,favor
41-12-1-2-1,comment4,怎么自己交呀？我了解的是户口不在工作地不能自己交,none
41-14,comment1,我去年10月底辞职，人到中年，目前家中待业，还没有找到新工作。不是头脑发热，而是想让自己别死太早，宁可没钱花，也不想伺候笨蛋领导。,favor
41-14-1,comment2,我也跟你一样 纯裸辞 目前备考法考 加油 我们一定行,favor
41-14-2,comment2,跟你情况一模一样,favor
41-14-3,comment2,我现在深有体会。。。很想润。。。公司没什么问题工资目前也能接受，但是这个主管真的让我接受不了,favor
41-14-3-1,comment3,和你一样，主管太事逼了，年前拿了年终奖就辞职了，过年在家陪父母，现在准备去旅行,favor
41-14-3-1-1,comment4,唉。。年纪大了，不敢离职，虽然没什么车贷房贷压力，但是要养父母，而且他们身体不好，万一来个病痛我怕没钱治疗。。加上自己不优秀，没什么亮点，出去找工作都不知道推荐自己啥。。。,against
41-15,comment1,我刚刚真的裸辞了，又刚好是中年，确实需要勇气，只是调整再出发吧，有手有脚的只要肯做哪有会没有工作呢，只是愿不愿意干而已，没必要这么矫情,favor
42,background,职场上提离职是很正常的事情，但不要盲目辞职，那在什么样的情况下，可以考虑辞职呢？如果你当前满足以下条件： （1）你所付出的工作量、为公司贡献的价值与你的报酬收入严重不匹配，工资待遇很低且上涨的空间和可能性很少，在其他平台可以拿到更好的待遇； （2）你不喜欢、不擅长、甚至厌恶抵触当前 ​​​,against
42-1,comment1,说说看，你在什么情况下会选择辞职呀？,none
42-1-2,comment2,我从来没想过辞职，但是从毕业以来换了很多工作，因为我去一家公司就倒闭或者裁员，每家公司干不到一年，我永远都是因为资历浅被裁的,against
42-1-7,comment2,我面前裸辞了,favor
42-1-7-1,comment3,年前,none
42-1-8,comment2,去年提过一次，也找好了下家。后被老板挽留不好意思拒绝。上周再次和老板提出辞职，老板一再挽留，我表明了态度，老板只好同意。但10分钟反悔，说什么都不放人。我该怎么办,favor
42-1-8-2,comment3,果断走人，不要留念！,favor
42-2,comment1,你会选择裸辞么？,none
42-2-1,comment2,会。去年9月读裸辞 原因是和主管 同事处不到一起。没啥好留恋。继续从事本专业工作。在职备考 目前事业编待入职。我觉得辞对了,favor
42-2-2,comment2,会。去年9月读裸辞 原因是和主管 同事处不到一起。没啥好留恋。继续从事本专业工作。在职备考 目前事业编待入职。我觉得辞对了,favor
42-2-4,comment2,会。裸辞待业中，去年九月底裸辞,favor
42-2-5,comment2,必会裸辞,favor
42-2-6,comment2,好巧，每次都裸辞,favor
42-2-7,comment2,裸辞一年 有点崩溃,favor
42-2-8,comment2,已经裸辞了,favor
42-2-10,comment2,你好，博主，就比如要辞职，是应该下去下一家面试好然后辞职好，还是咋做比较妥善对自己，毕竟现在工作很难找。我目前找的点心厂子快坚持不住了。,none
42-2-11,comment2,没存款不会裸辞，生活不易,against
42-2-12,comment2,不会,against
42-2-13,comment2,不会,against
42-3,comment1,频繁跳槽真的不好核心竞争力积累不起来,against
42-4,comment1,以上说的都没有 辞职的话只是想换赛道换环境 想尝尝苦头 是不是会后悔？,none
42-7,comment1,可是不先辞职，骑驴找马，离职交接需要一个月怎么办？而且不离职有点难面试，工作日请假也不太好请纠结死了,favor
42-7-1,comment2,讲的很对,favor
42-8,comment1,虽然都说不要轻易辞职，但是有时候我们不妨大胆一点吧？！！冲冲冲，遇到困难也是难免的，人就是要学会解决困难！总不能因为害怕就一直待在原地不敢动啦！,favor
42-12,comment1,没有退路，最好不要辞职,against
42-15,comment1,上份工作是13，因为真的很累而且付出与回报不成正比，长时间呆在一个地方容易有惰性，更看不到上升空间。2022刚换的工作，现在应该是2如今在一个完全不懂的行业，虽待遇很好，上班时间很自由但零碎，时常会思考自己在工作的意义是什么?导致越来越迷茫，就像博主说的成就感，现在的工作让我没有成就感..,favor
42-15-1,comment2,好奇是干什么的,none
42-15-1-1,comment3,品牌培训讲师,none
42-16,comment1,在目前的公司已经10年了，工资也尚可，出去可能达不到目前的工资或者少很多。但是最近越来越觉得累，感觉有点厌恶，一成不变，日复一日，一点意义都没有，应该辞职不干吗？,favor
42-16-1,comment2,跟我情况一样啊，最近找工作发现并没有那么好找。所以这种情况更不打算裸辞了,against
42-18,comment1,我一直都是裸辞，能干就认真干，该辞就辞。没啥好纠结的，一份工作而已,favor
42-18-1,comment2,我裸辞五次了,favor
42-19,comment1,35以前每次都是裸辞，就这脾气，到了我无法忍受的时候就马上再见，今天辞职明天走。Offer一周内肯定几个等你挑，35以后最近一次裸辞知道了，空档期有五个月，从来没有过，所以年龄真的也是个坎，如今做得我不开心，但已经不敢裸辞了，求职网站上投了几家也是石沉大海。哎！中年人真的很难,against
42-20,comment1,今天刚写辞呈,favor
42-20-1,comment2,同道中人,favor
43,background,【#中年裸辞意味着什么#平常心看待中年裸辞，其实也没那么可怕】其实很多人中年裸辞看上去是一时冲动，背后未尝没有理性考量。比如有的中年人工作多年内容一成不变，晋升之路已是“天花板”，假如就此将就下去，就意味着未来还有一二十年的职业生涯要委屈度过；在此情况下，果断跳槽，兴许会迎来职业“ ​​​,favor
43-4,comment1,中年比较少裸辞，看起来的裸辞可能也是找好其他路的。,against
43-4-1,comment2,是的,against
43-6,comment1,#中年裸辞意味着什么#如果没其他经济来源裸辞也要慎重决定,against
43-7,comment1,#中年裸辞意味着什么#中年还敢裸辞，不是能者无畏，就是无能者无奈,against
43-8,comment1,裸辞得考虑很多，很少人有这个勇气。,against
43-9,comment1,没那个勇气啊！除非是光棍,against
43-11,comment1,辞职都不知道能干啥,against
43-12,comment1,#中年裸辞意味着什么#有点害怕的，不敢轻易辞了工作，,against
43-13,comment1,#中年裸辞意味着什么#人到中年，什么都要考虑好，毕竟你有家庭和子女，你要对他们负责而且有份工作也不容易了，伤不起的，没有工资,against
43-14,comment1,#中年裸辞意味着什么#换工作不容易，应该是实在干不下去了，才会裸辞,against
43-15,comment1,#中年裸辞意味着什么#有勇气，值得敬佩，我不会,against
43-16,comment1,#中年裸辞意味着什么#上有老下有小，中年裸辞要考虑事情太多了，没有把握不敢裸辞。现在找工作或者是创业没有那么容易！,against
43-18,comment1,#中年裸辞意味着什么#在没找到合适的退路之前，千万不要这么做。,against
43-19,comment1,#中年裸辞意味着什么#可以变成另一个老康,none
44,background,#中年裸辞意味着什么# 中年人的工作说白了不是自己的工作，是一个家的工作，无论裸辞还是有准备辞至少都应该告诉家人。 打开生活的正确方式里边亮辞职了，对于他的工作处理他用了中年家庭中最应该避讳的一种方法。之前看到有人说过「中年人随便裸辞，是对家人的不忠」，我想应该到不了这么严重的地步， ​​​,against
44-1,comment1,现在的中年人压力太大了，上有老下有小，做事都要三思,against
44-1-3,comment2,不懂就问，中年人是几岁到几岁,none
44-1-8,comment2,评论区底下有活人么？？,none
44-1-18,comment2,说的太对了,against
44-1-23,comment2,说得对,against
44-1-24,comment2,没错没错,against
44-1-25,comment2,说的没错,against
44-1-26,comment2,说的太对了,against
44-1-28,comment2,真的很对,against
44-1-29,comment2,对呀，一定要三思,against
44-1-30,comment2,是的,against
44-1-31,comment2,是呀,against
44-1-32,comment2,我也这么觉得,against
44-1-34,comment2,对啊,against
44-1-38,comment2,是啊是啊,against
44-1-39,comment2,是呢,against
44-1-40,comment2,那确实,against
44-1-41,comment2,确实是,against
44-1-42,comment2,真的说的很对,against
44-1-43,comment2,说的没错啊,against
44-1-44,comment2,是啊是啊,against
44-1-45,comment2,就是说咯,against
44-1-46,comment2,一定要三思,against
44-1-48,comment2,说的没错,against
44-1-49,comment2,一定要好好想想,against
44-2,comment1,说的太对了，裸辞真的需要勇气啊，因为中年人上有老下有小，往往背后都是一个家庭啊,against
44-2-4,comment2,你说的没错,against
